Suburb,Quarter,QuarterDate,WeeklyRent
Shepparton,Dec 2021,2021-12-01,330
Shepparton,Mar 2022,2022-03-01,330
Shepparton,Jun 2022,2022-06-01,350
Shepparton,Sep 2022,2022-09-01,350
Shepparton,Dec 2022,2022-12-01,360
Shepparton,Mar 2023,2023-03-01,375
Shepparton,Jun 2023,2023-06-01,385
Shepparton,Sep 2023,2023-09-01,390
Shepparton,Dec 2023,2023-12-01,390
Shepparton,Mar 2024,2024-03-01,400
Shepparton,Jun 2024,2024-06-01,410
Shepparton,Sep 2024,2024-09-01,420
Shepparton,Dec 2024,2024-12-01,440
Shepparton,Mar 2025,2025-03-01,450
Shepparton,Jun 2025,2025-06-01,450
South Melbourne,Mar 2020,2020-03-01,550
South Melbourne,Jun 2020,2020-06-01,530
South Melbourne,Sep 2020,2020-09-01,513
South Melbourne,Dec 2020,2020-12-01,490
South Melbourne,Mar 2021,2021-03-01,450
South Melbourne,Jun 2021,2021-06-01,430
South Melbourne,Sep 2021,2021-09-01,430
South Melbourne,Dec 2021,2021-12-01,435
South Melbourne,Mar 2022,2022-03-01,450
South Melbourne,Jun 2022,2022-06-01,460
South Melbourne,Sep 2022,2022-09-01,480
South Melbourne,Dec 2022,2022-12-01,500
South Melbourne,Mar 2023,2023-03-01,545
South Melbourne,Jun 2023,2023-06-01,560
South Melbourne,Sep 2023,2023-09-01,580
South Melbourne,Dec 2023,2023-12-01,600
South Melbourne,Mar 2024,2024-03-01,620
South Melbourne,Jun 2024,2024-06-01,625
South Melbourne,Sep 2024,2024-09-01,640
South Melbourne,Dec 2024,2024-12-01,640
South Melbourne,Mar 2025,2025-03-01,650
South Melbourne,Jun 2025,2025-06-01,650
South Yarra,Mar 2020,2020-03-01,500
South Yarra,Jun 2020,2020-06-01,491
South Yarra,Sep 2020,2020-09-01,480
South Yarra,Dec 2020,2020-12-01,450
South Yarra,Mar 2021,2021-03-01,425
South Yarra,Jun 2021,2021-06-01,410
South Yarra,Sep 2021,2021-09-01,400
South Yarra,Dec 2021,2021-12-01,400
South Yarra,Mar 2022,2022-03-01,400
South Yarra,Jun 2022,2022-06-01,420
South Yarra,Sep 2022,2022-09-01,440
South Yarra,Dec 2022,2022-12-01,450
South Yarra,Mar 2023,2023-03-01,490
South Yarra,Jun 2023,2023-06-01,513
South Yarra,Sep 2023,2023-09-01,550
South Yarra,Dec 2023,2023-12-01,565
South Yarra,Mar 2024,2024-03-01,580
South Yarra,Jun 2024,2024-06-01,600
South Yarra,Sep 2024,2024-09-01,600
South Yarra,Dec 2024,2024-12-01,600
South Yarra,Mar 2025,2025-03-01,600
South Yarra,Jun 2025,2025-06-01,600
Springvale,Mar 2020,2020-03-01,395
Springvale,Jun 2020,2020-06-01,400
Springvale,Sep 2020,2020-09-01,400
Springvale,Dec 2020,2020-12-01,392
Springvale,Mar 2021,2021-03-01,390
Springvale,Jun 2021,2021-06-01,390
Springvale,Sep 2021,2021-09-01,390
Springvale,Dec 2021,2021-12-01,390
Springvale,Mar 2022,2022-03-01,395
Springvale,Jun 2022,2022-06-01,400
Springvale,Sep 2022,2022-09-01,400
Springvale,Dec 2022,2022-12-01,420
Springvale,Mar 2023,2023-03-01,430
Springvale,Jun 2023,2023-06-01,450
Springvale,Sep 2023,2023-09-01,460
Springvale,Dec 2023,2023-12-01,485
Springvale,Mar 2024,2024-03-01,508
Springvale,Jun 2024,2024-06-01,530
Springvale,Sep 2024,2024-09-01,550
Springvale,Dec 2024,2024-12-01,550
Springvale,Mar 2025,2025-03-01,550
Springvale,Jun 2025,2025-06-01,550
St Kilda,Mar 2020,2020-03-01,430
St Kilda,Jun 2020,2020-06-01,430
St Kilda,Sep 2020,2020-09-01,420
St Kilda,Dec 2020,2020-12-01,400
St Kilda,Mar 2021,2021-03-01,390
St Kilda,Jun 2021,2021-06-01,380
St Kilda,Sep 2021,2021-09-01,375
St Kilda,Dec 2021,2021-12-01,370
St Kilda,Mar 2022,2022-03-01,370
St Kilda,Jun 2022,2022-06-01,380
St Kilda,Sep 2022,2022-09-01,395
St Kilda,Dec 2022,2022-12-01,400
St Kilda,Mar 2023,2023-03-01,420
St Kilda,Jun 2023,2023-06-01,450
St Kilda,Sep 2023,2023-09-01,460
St Kilda,Dec 2023,2023-12-01,481
St Kilda,Mar 2024,2024-03-01,500
St Kilda,Jun 2024,2024-06-01,520
St Kilda,Sep 2024,2024-09-01,540
St Kilda,Dec 2024,2024-12-01,550
St Kilda,Mar 2025,2025-03-01,550
St Kilda,Jun 2025,2025-06-01,560
Sunbury,Mar 2020,2020-03-01,375
Sunbury,Jun 2020,2020-06-01,370
Sunbury,Sep 2020,2020-09-01,370
Sunbury,Dec 2020,2020-12-01,380
Sunbury,Mar 2021,2021-03-01,380
Sunbury,Jun 2021,2021-06-01,380
Sunbury,Sep 2021,2021-09-01,390
Sunbury,Dec 2021,2021-12-01,390
Sunbury,Mar 2022,2022-03-01,390
Sunbury,Jun 2022,2022-06-01,400
Sunbury,Sep 2022,2022-09-01,400
Sunbury,Dec 2022,2022-12-01,410
Sunbury,Mar 2023,2023-03-01,420
Sunbury,Jun 2023,2023-06-01,425
Sunbury,Sep 2023,2023-09-01,440
Sunbury,Dec 2023,2023-12-01,450
Sunbury,Mar 2024,2024-03-01,470
Sunbury,Jun 2024,2024-06-01,480
Sunbury,Sep 2024,2024-09-01,490
Sunbury,Dec 2024,2024-12-01,495
Sunbury,Mar 2025,2025-03-01,500
Sunbury,Jun 2025,2025-06-01,520
Sunshine,Mar 2020,2020-03-01,360
Sunshine,Jun 2020,2020-06-01,360
Sunshine,Sep 2020,2020-09-01,360
Sunshine,Dec 2020,2020-12-01,360
Sunshine,Mar 2021,2021-03-01,350
Sunshine,Jun 2021,2021-06-01,350
Sunshine,Sep 2021,2021-09-01,350
Sunshine,Dec 2021,2021-12-01,350
Sunshine,Mar 2022,2022-03-01,350
Sunshine,Jun 2022,2022-06-01,360
Sunshine,Sep 2022,2022-09-01,360
Sunshine,Dec 2022,2022-12-01,370
Sunshine,Mar 2023,2023-03-01,370
Sunshine,Jun 2023,2023-06-01,380
Sunshine,Sep 2023,2023-09-01,400
Sunshine,Dec 2023,2023-12-01,420
Sunshine,Mar 2024,2024-03-01,430
Sunshine,Jun 2024,2024-06-01,450
Sunshine,Sep 2024,2024-09-01,450
Sunshine,Dec 2024,2024-12-01,460
Sunshine,Mar 2025,2025-03-01,480
Sunshine,Jun 2025,2025-06-01,485
Swan Hill,Mar 2020,2020-03-01,260
Swan Hill,Jun 2020,2020-06-01,270
Swan Hill,Sep 2020,2020-09-01,280
Swan Hill,Dec 2020,2020-12-01,280
Swan Hill,Mar 2021,2021-03-01,295
Swan Hill,Jun 2021,2021-06-01,300
Swan Hill,Sep 2021,2021-09-01,300
Swan Hill,Dec 2021,2021-12-01,300
Swan Hill,Mar 2022,2022-03-01,300
Swan Hill,Jun 2022,2022-06-01,300
Swan Hill,Sep 2022,2022-09-01,310
Swan Hill,Dec 2022,2022-12-01,310
Swan Hill,Mar 2023,2023-03-01,320
Swan Hill,Jun 2023,2023-06-01,320
Swan Hill,Sep 2023,2023-09-01,340
Swan Hill,Dec 2023,2023-12-01,350
Swan Hill,Mar 2024,2024-03-01,370
Swan Hill,Jun 2024,2024-06-01,370
Swan Hill,Sep 2024,2024-09-01,370
Swan Hill,Dec 2024,2024-12-01,370
Swan Hill,Mar 2025,2025-03-01,400
Swan Hill,Jun 2025,2025-06-01,400
Sydenham,Mar 2020,2020-03-01,400
Sydenham,Jun 2020,2020-06-01,400
Sydenham,Sep 2020,2020-09-01,400
Sydenham,Dec 2020,2020-12-01,400
Sydenham,Mar 2021,2021-03-01,400
Sydenham,Jun 2021,2021-06-01,400
Sydenham,Sep 2021,2021-09-01,400
Sydenham,Dec 2021,2021-12-01,400
Sydenham,Mar 2022,2022-03-01,400
Sydenham,Jun 2022,2022-06-01,410
Sydenham,Sep 2022,2022-09-01,415
Sydenham,Dec 2022,2022-12-01,420
Sydenham,Mar 2023,2023-03-01,420
Sydenham,Jun 2023,2023-06-01,430
Sydenham,Sep 2023,2023-09-01,450
Sydenham,Dec 2023,2023-12-01,450
Sydenham,Mar 2024,2024-03-01,470
Sydenham,Jun 2024,2024-06-01,480
Sydenham,Sep 2024,2024-09-01,500
Sydenham,Dec 2024,2024-12-01,500
Sydenham,Mar 2025,2025-03-01,500
Sydenham,Jun 2025,2025-06-01,500
Thornbury,Mar 2020,2020-03-01,430
Thornbury,Jun 2020,2020-06-01,420
Thornbury,Sep 2020,2020-09-01,420
Thornbury,Dec 2020,2020-12-01,420
Thornbury,Mar 2021,2021-03-01,410
Thornbury,Jun 2021,2021-06-01,400
Thornbury,Sep 2021,2021-09-01,400
Thornbury,Dec 2021,2021-12-01,400
Thornbury,Mar 2022,2022-03-01,400
Thornbury,Jun 2022,2022-06-01,400
Thornbury,Sep 2022,2022-09-01,400
Thornbury,Dec 2022,2022-12-01,410
Thornbury,Mar 2023,2023-03-01,430
Thornbury,Jun 2023,2023-06-01,450
Thornbury,Sep 2023,2023-09-01,473
Thornbury,Dec 2023,2023-12-01,500
Thornbury,Mar 2024,2024-03-01,500
Thornbury,Jun 2024,2024-06-01,500
Thornbury,Sep 2024,2024-09-01,515
Thornbury,Dec 2024,2024-12-01,520
Thornbury,Mar 2025,2025-03-01,548
Thornbury,Jun 2025,2025-06-01,525
Toorak,Mar 2020,2020-03-01,520
Toorak,Jun 2020,2020-06-01,525
Toorak,Sep 2020,2020-09-01,540
Toorak,Dec 2020,2020-12-01,520
Toorak,Mar 2021,2021-03-01,515
Toorak,Jun 2021,2021-06-01,500
Toorak,Sep 2021,2021-09-01,500
Toorak,Dec 2021,2021-12-01,500
Toorak,Mar 2022,2022-03-01,500
Toorak,Jun 2022,2022-06-01,513
Toorak,Sep 2022,2022-09-01,500
Toorak,Dec 2022,2022-12-01,530
Toorak,Mar 2023,2023-03-01,550
Toorak,Jun 2023,2023-06-01,573
Toorak,Sep 2023,2023-09-01,595
Toorak,Dec 2023,2023-12-01,600
Toorak,Mar 2024,2024-03-01,630
Toorak,Jun 2024,2024-06-01,650
Toorak,Sep 2024,2024-09-01,670
Toorak,Dec 2024,2024-12-01,660
Toorak,Mar 2025,2025-03-01,650
Toorak,Jun 2025,2025-06-01,650
Torquay,Mar 2020,2020-03-01,500
Torquay,Jun 2020,2020-06-01,500
Torquay,Sep 2020,2020-09-01,500
Torquay,Dec 2020,2020-12-01,510
Torquay,Mar 2021,2021-03-01,520
Torquay,Jun 2021,2021-06-01,550
Torquay,Sep 2021,2021-09-01,550
Torquay,Dec 2021,2021-12-01,570
Torquay,Mar 2022,2022-03-01,580
Torquay,Jun 2022,2022-06-01,600
Torquay,Sep 2022,2022-09-01,600
Torquay,Dec 2022,2022-12-01,600
Torquay,Mar 2023,2023-03-01,620
Torquay,Jun 2023,2023-06-01,615
Torquay,Sep 2023,2023-09-01,625
Torquay,Dec 2023,2023-12-01,628
Torquay,Mar 2024,2024-03-01,630
Torquay,Jun 2024,2024-06-01,650
Torquay,Sep 2024,2024-09-01,650
Torquay,Dec 2024,2024-12-01,650
Torquay,Mar 2025,2025-03-01,650
Torquay,Jun 2025,2025-06-01,660
Traralgon,Mar 2020,2020-03-01,300
Traralgon,Jun 2020,2020-06-01,300
Traralgon,Sep 2020,2020-09-01,310
Traralgon,Dec 2020,2020-12-01,320
Traralgon,Mar 2021,2021-03-01,330
Traralgon,Jun 2021,2021-06-01,340
Traralgon,Sep 2021,2021-09-01,350
Traralgon,Dec 2021,2021-12-01,360
Traralgon,Mar 2022,2022-03-01,360
Traralgon,Jun 2022,2022-06-01,379
Traralgon,Sep 2022,2022-09-01,380
Traralgon,Dec 2022,2022-12-01,380
Traralgon,Mar 2023,2023-03-01,385
Traralgon,Jun 2023,2023-06-01,390
Traralgon,Sep 2023,2023-09-01,390
Traralgon,Dec 2023,2023-12-01,395
Traralgon,Mar 2024,2024-03-01,410
Traralgon,Jun 2024,2024-06-01,420
Traralgon,Sep 2024,2024-09-01,430
Traralgon,Dec 2024,2024-12-01,430
Traralgon,Mar 2025,2025-03-01,440
Traralgon,Jun 2025,2025-06-01,440
West Footscray,Mar 2020,2020-03-01,400
West Footscray,Jun 2020,2020-06-01,410
West Footscray,Sep 2020,2020-09-01,400
West Footscray,Dec 2020,2020-12-01,400
West Footscray,Mar 2021,2021-03-01,400
West Footscray,Jun 2021,2021-06-01,395
West Footscray,Sep 2021,2021-09-01,395
West Footscray,Dec 2021,2021-12-01,390
West Footscray,Mar 2022,2022-03-01,395
West Footscray,Jun 2022,2022-06-01,400
West Footscray,Sep 2022,2022-09-01,405
West Footscray,Dec 2022,2022-12-01,410
West Footscray,Mar 2023,2023-03-01,420
West Footscray,Jun 2023,2023-06-01,430
West Footscray,Sep 2023,2023-09-01,450
West Footscray,Dec 2023,2023-12-01,470
West Footscray,Mar 2024,2024-03-01,490
West Footscray,Jun 2024,2024-06-01,500
West Footscray,Sep 2024,2024-09-01,520
West Footscray,Dec 2024,2024-12-01,530
West Footscray,Mar 2025,2025-03-01,540
West Footscray,Jun 2025,2025-06-01,550
Whittlesea,Mar 2020,2020-03-01,390
Whittlesea,Jun 2020,2020-06-01,390
Whittlesea,Sep 2020,2020-09-01,390
Whittlesea,Dec 2020,2020-12-01,390
Whittlesea,Mar 2021,2021-03-01,390
Whittlesea,Jun 2021,2021-06-01,390
Whittlesea,Sep 2021,2021-09-01,390
Whittlesea,Dec 2021,2021-12-01,400
Whittlesea,Mar 2022,2022-03-01,400
Whittlesea,Jun 2022,2022-06-01,410
Whittlesea,Sep 2022,2022-09-01,420
Whittlesea,Dec 2022,2022-12-01,430
Whittlesea,Mar 2023,2023-03-01,440
Whittlesea,Jun 2023,2023-06-01,450
Whittlesea,Sep 2023,2023-09-01,465
Whittlesea,Dec 2023,2023-12-01,480
Whittlesea,Mar 2024,2024-03-01,500
Whittlesea,Jun 2024,2024-06-01,520
Whittlesea,Sep 2024,2024-09-01,530
Whittlesea,Dec 2024,2024-12-01,540
Whittlesea,Mar 2025,2025-03-01,540
Whittlesea,Jun 2025,2025-06-01,540
Williamstown,Mar 2020,2020-03-01,530
Williamstown,Jun 2020,2020-06-01,530
Williamstown,Sep 2020,2020-09-01,520
Williamstown,Dec 2020,2020-12-01,520
Williamstown,Mar 2021,2021-03-01,500
Williamstown,Jun 2021,2021-06-01,500
Williamstown,Sep 2021,2021-09-01,520
Williamstown,Dec 2021,2021-12-01,510
Williamstown,Mar 2022,2022-03-01,520
Williamstown,Jun 2022,2022-06-01,520
Williamstown,Sep 2022,2022-09-01,520
Williamstown,Dec 2022,2022-12-01,540
Williamstown,Mar 2023,2023-03-01,550
Williamstown,Jun 2023,2023-06-01,575
Williamstown,Sep 2023,2023-09-01,600
Williamstown,Dec 2023,2023-12-01,595
Williamstown,Mar 2024,2024-03-01,620
Williamstown,Jun 2024,2024-06-01,620
Williamstown,Sep 2024,2024-09-01,630
Williamstown,Dec 2024,2024-12-01,650
Williamstown,Mar 2025,2025-03-01,650
Williamstown,Jun 2025,2025-06-01,650
Wodonga,Mar 2020,2020-03-01,330
Wodonga,Jun 2020,2020-06-01,330
Wodonga,Sep 2020,2020-09-01,330
Wodonga,Dec 2020,2020-12-01,330
Wodonga,Mar 2021,2021-03-01,340
Wodonga,Jun 2021,2021-06-01,350
Wodonga,Sep 2021,2021-09-01,360
Wodonga,Dec 2021,2021-12-01,370
Wodonga,Mar 2022,2022-03-01,380
Wodonga,Jun 2022,2022-06-01,390
Wodonga,Sep 2022,2022-09-01,400
Wodonga,Dec 2022,2022-12-01,410
Wodonga,Mar 2023,2023-03-01,410
Wodonga,Jun 2023,2023-06-01,420
Wodonga,Sep 2023,2023-09-01,420
Wodonga,Dec 2023,2023-12-01,430
Wodonga,Mar 2024,2024-03-01,440
Wodonga,Jun 2024,2024-06-01,450
Wodonga,Sep 2024,2024-09-01,450
Wodonga,Dec 2024,2024-12-01,460
Wodonga,Mar 2025,2025-03-01,480
Wodonga,Jun 2025,2025-06-01,480
